id,issuer,ticker,yf_ticker,isin,asset_class,sector,exchange,exchange_code,country,url
457,"GoHealth, Inc.",GOCO,GOCO,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/GOCO:NASDAQ
458,Tower Semiconductor Ltd.,TSEM,TSEM,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/TSEM:NASDAQ
459,"Actuate Therapeutics, Inc. Common stock",ACTU,ACTU,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/ACTU:NASDAQ
460,Gilat Satellite Networks Ltd.,GILT,GILT,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/GILT:NASDAQ
461,"BlackRock, Inc.",BLK,BLK,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/BLK:NASDAQ
462,"TPG RE Finance Trust, Inc.",TRTX,TRTX,,equity,,nasdaq_us,NASDAQ,US,https://www.google.com/finance/quote/TRTX:NASDAQ
671,Crayon Group Holding ASA (CRAYNO.OL),CRAYNO.OL,CRAYNO.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/CRAYNO.OL/
673,Barramundi Group Ltd. ,BARRA.OL,BARRA.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/BARRA.OL/
683,Lea Bank ASA,LEA.OL,LEA.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/LEA.OL/
684,ERAMET S.A.,ER70.F,ER70.F,,equity,,,,,https://finance.yahoo.com/quote/ER70.F/
686,TGS ASA ,TGSO.OL,TGSO.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/TGSO.OL/
687,Norsk Hydro ASA ,NHY.OL,NHY.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/NHY.OL/
688,Acomo N.V., ACOMO.AS, ACOMO.AS,,equity,,Euronext Amsterdam,XAMS,NL,https://finance.yahoo.com/quote/ACOMO.AS/
691,Akastor ASA ,AKAST.OL,AKAST.OL,,equity,,Oslo Børs,XOSL,NO,https://finance.yahoo.com/quote/AKAST.OL/
796,Purmo Group Oyj,PURMO.HE,PURMO.HE,,equity,,Nasdaq Helsinki,XHEL,FI,https://finance.yahoo.com/quote/PURMO.HE/
797,Alvotech S.A.,ALVO.IC,ALVO.IC,,equity,,,XICE,IS,https://finance.yahoo.com/quote/ALVO.IC/
793,SWECO AB,SWEC-B.ST,SWEC-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/SWEC-B.ST/
447,STMicroelectronics N.V.,STM,STM,,equity,,nasdaq_us,NASDAQ,US,https://finance.yahoo.com/quote/STM/
685,Axway Software SA ,AXW.PA,AXW.PA,,equity,,Euronext Paris,PAR,France,https://finance.yahoo.com/quote/AXW.PA/
798,Panostaja Oyj,PNA1V.HE,PNA1V.HE,,equity,,Nasdaq Helsinki,XHEL,FI,https://finance.yahoo.com/quote/PNA1V.HE/
799,AB Sagax ,SAGA-B.ST,SAGA-B.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/SAGA-B.ST/
800,BioArctic AB ,BIOA-B.ST,BIOA-B.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/BIOA-B.ST/
801,SRV Yhtiöt Oyj ,SRV1V.HE,SRV1V.HE,,equity,,Nasdaq Helsinki,XHEL,FI,https://finance.yahoo.com/quote/SRV1V.HE/
802,Brøndbyernes IF Fodbold A/S ,BIF.CO,BIF.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://finance.yahoo.com/quote/BIF.CO/
803,AB SKF ,SKF-B.ST,SKF-B.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/SKF-B.ST/
804,IRLAB Therapeutics AB ,IRLAB-A.ST,IRLAB-A.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/IRLAB-A.ST/
805,HAKI Safety AB ,HAKI-B.ST,HAKI-B.ST,,equity,,Nasdaq Stockholm,XSTO,SE,https://finance.yahoo.com/quote/HAKI-B.ST/
806,Eimskipafélag Íslands hf.,EIM.IC,EIM.IC,,equity,,Nasdaq Iceland,XICE,IS,https://finance.yahoo.com/quote/EIM.IC/
807,Vátryggingafélag Íslands hf. ,VIS.IC,VIS.IC,,equity,,Nasdaq Iceland,XICE,IS,https://finance.yahoo.com/quote/VIS.IC/
808,Saga Furs Oyj,SAGCV.HE,SAGCV.HE,,equity,,Nasdaq Helsinki,XHEL,FI,https://finance.yahoo.com/quote/SAGCV.HE/
1832,oodash Group AB,OODA.ST,OODA.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/OODA.ST/
102,Cantargia AB,CANTA.ST,CANTA.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/CANTA.ST/
762,ISS A/S,ISS.CO, ISS.CO,,equity,,nasdaq_nordics,NASDAQ,DK,https://finance.yahoo.com/quote/ISS.CO/
1833,Qben Infra AB,QBEN.ST,QBEN.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/QBEN.ST/
1834,Asetek A/S,ASTK.CO,ASTK.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/ASTK.CO/
1835,Teleste Oyj,TLT1V.HE,TLT1V.HE,,equity,,Nasdaq Helsinki,HEL,Finland,https://finance.yahoo.com/quote/TLT1V.HE/
1836,Billerud AB,BILL.ST,BILL.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/BILL.ST/
1837,Swedish Logistic Property AB,SLP-B.ST,SLP-B.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/SLP-B.ST/
868,Alligator Bioscience AB,ATORX.ST,ATORX.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ATORX.ST/
1838,Stenocare A/S,STENO.CO,STENO.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/STENO.CO/
1839,Biovica International AB,BIOVIC-B.ST,BIOVIC-B.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/BIOVIC-B.ST/
1840,Orexo AB,ORX.ST,ORX.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/ORX.ST/
514,ASSA ABLOY AB,ASSA-B.ST,ASSA-B.ST,,equity,,Nasdaq Stockholm,STO,SE,https://finance.yahoo.com/quote/ASSA-B.ST/
1841,GiG Software PLC,GIG-SDB.ST,GIG-SDB.ST,,equity,,Nasdaq Stockholm,STO,Sweden,https://finance.yahoo.com/quote/GIG-SDB.ST/
1842,NKT A/S,NKT.CO,NKT.CO,,equity,,nasdaq_nordics,CPH,Denmark,https://finance.yahoo.com/quote/NKT.CO/
1843,CAVENDISH HYDROGEN ASA,CAVEN.OL,CAVEN.OL,,,,Oslo Børs,OSL,Norway,https://finance.yahoo.com/quote/CAVEN.OL/
670,Vow Green Metals AS ,VGM.OL,VGM.OL,,equity,,Oslo Børs,OSL,Norway,https://finance.yahoo.com/quote/VGM.OL/
1844,CERINNOV GROUP,ALPCV.PA,ALPCV.PA,,equity,,Euronext Paris,PAR,France,https://finance.yahoo.com/quote/ALPCV.PA/
1845,Genel Energy plc,GENL.L,GENL.L,,equity,,LSE,LSE,United Kingdom,https://finance.yahoo.com/quote/GENL.L/
1846,ageas SA/NV,AGS.BR,AGS.BR,,equity,,Euronext Brussels,BRU,BEL,https://finance.yahoo.com/quote/AGS.BR/
1847,KBC Ancora SA,KBCA.BR,KBCA.BR,,equity,,Euronext Brussels,BRU,Belgium,https://finance.yahoo.com/quote/KBCA.BR/
1848,Altarea SCA,ALTA.PA,ALTA.PA,,equity,,Euronext Paris,PAR,France,https://finance.yahoo.com/quote/ALTA.PA/
951,Polyplank AB,PP7.BE,PP7.BE,None,STOCK,,BER,BER,None,https://finance.yahoo.com/quote/PP7.BE
952,Cortus Energy AB,OCE0.F,OCE0.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/OCE0.F
953,Arco Vara,AV1.BE,AV1.BE,None,STOCK,,BER,BER,None,https://finance.yahoo.com/quote/AV1.BE
954,PRFoods,PRF1T.TL,PRF1T.TL,None,STOCK,,TAL,TAL,Estonia,https://finance.yahoo.com/quote/PRF1T.TL
955,Ekspress Grupp,DYC.F,DYC.F,None,STOCK,,FRA,FRA,Estonia,https://finance.yahoo.com/quote/DYC.F
956,Nokia Corporation,NOK,NOK,None,STOCK,,NYQ,NYQ,Finland,https://finance.yahoo.com/quote/NOK
957,Tulikivi Oyj A,TULAV.HE,TULAV.HE,None,STOCK,,HEL,HEL,Finland,https://finance.yahoo.com/quote/TULAV.HE
958,Vaisala Corporation A,VAIAS.HE,VAIAS.HE,None,STOCK,,HEL,HEL,Finland,https://finance.yahoo.com/quote/VAIAS.HE
959,Orion Corporation B,ORNBV.HE,ORNBV.HE,None,STOCK,,HEL,HEL,Finland,https://finance.yahoo.com/quote/ORNBV.HE
961,Innofactor Plc,IFA1V.HE,IFA1V.HE,None,STOCK,,HEL,HEL,Finland,https://finance.yahoo.com/quote/IFA1V.HE
962,Sampo Plc A,SAMPO.HE,SAMPO.HE,None,STOCK,,HEL,HEL,Finland,https://finance.yahoo.com/quote/SAMPO.HE
963,Sýn hf.,RDA=F,RDA=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/RDA=F
964,Skeljungur hf.,SKEL.IC,SKEL.IC,None,STOCK,,ICE,ICE,Iceland,https://finance.yahoo.com/quote/SKEL.IC
965,ELEKTROIMPORTØREN AS,ECD=F,ECD=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/ECD=F
966,Norva24 Group AB,WG0.F,WG0.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/WG0.F
968,Irisity AB,69M.F,69M.F,None,STOCK,,FRA,FRA,Sweden,https://finance.yahoo.com/quote/69M.F
969,Intrum,INTRUS.XD,INTRUS.XD,None,STOCK,,DXE,DXE,None,https://finance.yahoo.com/quote/INTRUS.XD
970,Siguldas CMAS,W2I.MU,W2I.MU,None,STOCK,,MUN,MUN,Latvia,https://finance.yahoo.com/quote/W2I.MU
971,AUGA group,W9Z.SG,W9Z.SG,None,STOCK,,STU,STU,Lithuania,https://finance.yahoo.com/quote/W9Z.SG
972,OTELLO CORPORATION,OTEC.OL,OTEC.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/OTEC.OL
973,Amber Beverage Group Holding S.à r.l.,SI=F,SI=F,None,STOCK,,CMX,CMX,None,https://finance.yahoo.com/quote/SI=F
974,VIRŠI-A,ALI=F,ALI=F,None,STOCK,,CMX,CMX,None,https://finance.yahoo.com/quote/ALI=F
975,Sostinės bokštai,BTNC.BK,BTNC.BK,None,STOCK,,SET,SET,Thailand,https://finance.yahoo.com/quote/BTNC.BK
976,Mainor Ülemiste,MAIN,MAIN,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/MAIN
977,Attīstības finanšu institūcija Altum,BZ=F,BZ=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/BZ=F
978,SPAREBANK 1 SØRØST-NORGE,SB=F,SB=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/SB=F
979,SpareBank 1 SR-Bank ASA,SBRKF,SBRKF,None,STOCK,,PNK,PNK,Norway,https://finance.yahoo.com/quote/SBRKF
980,Omda AS,6Q1.F,6Q1.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/6Q1.F
981,EUROPLASMA,0W8R.L,0W8R.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0W8R.L
982,SOLOCAL GROUP,LOCAL.PA,LOCAL.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/LOCAL.PA
983,Hawk Infinity Softw AS 23/28 FRN FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
984,PBB,1PBB.MI,1PBB.MI,None,STOCK,,MIL,MIL,None,https://finance.yahoo.com/quote/1PBB.MI
985,REALITES,2ZQ.SG,2ZQ.SG,None,STOCK,,STU,STU,France,https://finance.yahoo.com/quote/2ZQ.SG
987,STANDARD SUPPLY AS,D6Z.SG,D6Z.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/D6Z.SG
988,MPC CONTAINER SHIPS,MPCC.OL,MPCC.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/MPCC.OL
989,SpareBank 1 SMN,0IVM.IL,0IVM.IL,None,STOCK,,IOB,IOB,Norway,https://finance.yahoo.com/quote/0IVM.IL
990,MON COURTIER ENERGIE GROUPE S.A.,ALMCE.PA,ALMCE.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALMCE.PA
991,Kistos Energy (Norway) AS,AD0=F,AD0=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/AD0=F
992,EASE2PAY NV,DOC2.SG,DOC2.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/DOC2.SG
993,DELTA PLUS GROUP,ALDLT.PA,ALDLT.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALDLT.PA
994,REMY COINTREAU,0MGU.IL,0MGU.IL,None,STOCK,,IOB,IOB,France,https://finance.yahoo.com/quote/0MGU.IL
995,KERLINK,FR0013156007.SG,FR0013156007.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/FR0013156007.SG
996,ONCODESIGN PRECISION MEDICINE,ZR8.SG,ZR8.SG,None,STOCK,,STU,STU,France,https://finance.yahoo.com/quote/ZR8.SG
997,GROUPE SFPI,0N9P.L,0N9P.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0N9P.L
998,MIKO,MIKO.BR,MIKO.BR,None,STOCK,,BRU,BRU,Belgium,https://finance.yahoo.com/quote/MIKO.BR
999,VAZIVA SA,ALVAZ.PA,ALVAZ.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALVAZ.PA
1000,MCPHY ENERGY,0QTF.L,0QTF.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0QTF.L
1001,HOPSCOTCH GROUPE,4Z2.F,4Z2.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/4Z2.F
1002,ESSO,JAV2.SG,JAV2.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/JAV2.SG
1004,Doro AB,DORO.ST,DORO.ST,None,STOCK,,STO,STO,Sweden,https://finance.yahoo.com/quote/DORO.ST
1005,Felleskjøpet Agri SA,SARSEK=X,SARSEK=X,None,STOCK,,CCY,CCY,None,https://finance.yahoo.com/quote/SARSEK=X
1006,Extenda Retail AB 22/27 FRN SEK FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
986,Lifecare AS,LIFE.OL,LIFE.OL,None,equity,,Oslo Børs,OSL,Norway,https://finance.yahoo.com/quote/LIFE.OL/
960,Kalmar Oyj ,KALMAR.HE,KALMAR.HE,,equity,,Nasdaq Helsinki,HEL,FI,https://finance.yahoo.com/quote/KALMAR.HE/
1003,NRJ Group SA,NRG.PA,NRG.PA,,equity,,Euronext Paris,PAR,France,https://finance.yahoo.com/quote/NRG.PA/
1007,Sunnhordland Kraftlag AS,ASN=F,ASN=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/ASN=F
1008,Helgeland Kraft AS,HELK19-PRO.OL,HELK19-PRO.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/HELK19-PRO.OL
1009,SpareBank 1 Østlandet,SB=F,SB=F,None,STOCK,,NYB,NYB,None,https://finance.yahoo.com/quote/SB=F
1010,Strømmen Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1011,Trøndelag Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1012,Oslo Kommune,0P0000HXBS.IR,0P0000HXBS.IR,None,STOCK,,FRA,FRA,None,https://finance.yahoo.com/quote/0P0000HXBS.IR
1013,SØGNE OG GREIPSTAD SPAREBANK,SGDEUR=X,SGDEUR=X,None,STOCK,,CCY,CCY,None,https://finance.yahoo.com/quote/SGDEUR=X
1014,Bane NOR Eiendom AS,BNORE25-PRO-ESG.OL,BNORE25-PRO-ESG.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/BNORE25-PRO-ESG.OL
1015,Sparebanken Møre,MRUBRX=X,MRUBRX=X,None,STOCK,,CCY,CCY,None,https://finance.yahoo.com/quote/MRUBRX=X
1016,Høland og Setskog Sparebank,OGE,OGE,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/OGE
1017,Spareskillingsbanken,SPSK15-PRO.OL,SPSK15-PRO.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/SPSK15-PRO.OL
1018,Sparebanken Narvik,NVTS,NVTS,None,STOCK,,NGM,NGM,United States,https://finance.yahoo.com/quote/NVTS
1019,Sparebanken Din,RDA=F,RDA=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/RDA=F
1020,Agder Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1021,Volda kommune,^VIX,^VIX,None,STOCK,,CXI,CXI,None,https://finance.yahoo.com/quote/^VIX
1022,Mutares SE & Co. K 23/27 FRN EUR FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
1024,SCHNEIDER ELECTRIC SE,SBGSY,SBGSY,None,STOCK,,PNK,PNK,France,https://finance.yahoo.com/quote/SBGSY
1025,Investeringsforeningen Great Dane,ADM,ADM,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/ADM
1026,Steinkjerbygg Kf,KFRC,KFRC,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/KFRC
1027,Archer Norge AS 23/27 FRN USD FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
1028,SALMONES CAMANCHACA S.A.,2SA0.F,2SA0.F,None,STOCK,,FRA,FRA,Chile,https://finance.yahoo.com/quote/2SA0.F
1029,STOLT-NIELSEN,SNIO.OL,SNIO.OL,None,STOCK,,OSL,OSL,None,https://finance.yahoo.com/quote/SNIO.OL
1030,Norwegian Property ASA,GADS,GADS,None,STOCK,,OEM,OEM,United States,https://finance.yahoo.com/quote/GADS
1031,NORDIC AQUA PARTNERS AS,NOAP.OL,NOAP.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/NOAP.OL
1032,Holmström Fastigheter Holding AB,CUS=F,CUS=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/CUS=F
1033,FORVIA,FRVIA.PA,FRVIA.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/FRVIA.PA
1034,VEON,VEON,VEON,None,STOCK,,NCM,NCM,Netherlands,https://finance.yahoo.com/quote/VEON
1035,NYXOAH SA,NYXH.BR,NYXH.BR,None,STOCK,,BRU,BRU,Belgium,https://finance.yahoo.com/quote/NYXH.BR
1036,PHOTOCURE,0IMT.L,0IMT.L,None,STOCK,,LSE,LSE,Norway,https://finance.yahoo.com/quote/0IMT.L
1037,NYKODE THERAPEUTICS ASA,5VB.F,5VB.F,None,STOCK,,FRA,FRA,None,https://finance.yahoo.com/quote/5VB.F
1038,SOLVAY,SOLBB.XC,SOLBB.XC,None,STOCK,,CXE,CXE,Belgium,https://finance.yahoo.com/quote/SOLBB.XC
1039,KINGDOM OF NORWAY,AD0=F,AD0=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/AD0=F
1040,NETMEDIA GROUP,ALNMG.PA,ALNMG.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALNMG.PA
1041,KNOX ENERGY SOLUTIONS AS,KNOX.OL,KNOX.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/KNOX.OL
1042,ELOPAK ASA,9J7.F,9J7.F,None,STOCK,,FRA,FRA,Norway,https://finance.yahoo.com/quote/9J7.F
1043,Ørland Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1044,I2S,ALI2S.PA,ALI2S.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALI2S.PA
1045,Investeringsforeningen PortfolioManager,DKIEAUHU.CO,DKIEAUHU.CO,None,STOCK,,CPH,CPH,None,https://finance.yahoo.com/quote/DKIEAUHU.CO
1046,Sparebanken Sør,ZW=F,ZW=F,None,STOCK,,CBT,CBT,None,https://finance.yahoo.com/quote/ZW=F
1047,Danmarks Nationalbank,SNBNZ.XC,SNBNZ.XC,None,STOCK,,CXE,CXE,Switzerland,https://finance.yahoo.com/quote/SNBNZ.XC
1048,Værdipapirfonden Sparindex,0P00017MSW.CO,0P00017MSW.CO,None,STOCK,,CPH,CPH,None,https://finance.yahoo.com/quote/0P00017MSW.CO
1049,D.L.S.I.,ALDLS.PA,ALDLS.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALDLS.PA
1050,NFL BIOSCIENCES S.A.,FR0014003XT0.SG,FR0014003XT0.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/FR0014003XT0.SG
1051,GROUPE LDLC,ALLDL.PA,ALLDL.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALLDL.PA
1052,PRECIA,0FOS.L,0FOS.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0FOS.L
1053,EXPLOSIFS PROD.CHI,EXPL.PA,EXPL.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/EXPL.PA
1054,EXACOMPTA CLAIREFONTAINE,8KG.F,8KG.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/8KG.F
1055,ROMREAL,ROM.OL,ROM.OL,None,STOCK,,OSL,OSL,Bermuda,https://finance.yahoo.com/quote/ROM.OL
1056,EQUASENS,0R9T.L,0R9T.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0R9T.L
1057,INTEXA,RTY=F,RTY=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/RTY=F
1058,FIPP,0EGM.L,0EGM.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0EGM.L
1059,OSMOSUN S.A.,V05.SG,V05.SG,None,STOCK,,STU,STU,France,https://finance.yahoo.com/quote/V05.SG
1060,M.R.M,MRM.PA,MRM.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/MRM.PA
1061,NOVABASE SGPS S.A.,NVQ.SG,NVQ.SG,None,STOCK,,STU,STU,None,https://finance.yahoo.com/quote/NVQ.SG
1062,Tidewater Inc.,TDW,TDW,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/TDW
1063,Míla Holding hf.,CUS=F,CUS=F,None,STOCK,,CME,CME,None,https://finance.yahoo.com/quote/CUS=F
1064,FARMINVESTE,MLFMV.LS,MLFMV.LS,None,STOCK,,LIS,LIS,Portugal,https://finance.yahoo.com/quote/MLFMV.LS
1065,Solis Bond Company 21/24 FRN EUR FLOOR C,CL=F,CL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/CL=F
1066,SALMON EVOLUTION ASA,SALME.OL,SALME.OL,None,STOCK,,OSL,OSL,Norway,https://finance.yahoo.com/quote/SALME.OL
1067,ESSILORLUXOTTICA,ESLOY,ESLOY,None,STOCK,,PNK,PNK,France,https://finance.yahoo.com/quote/ESLOY
1068,SMCP,SMCP,SMCP,None,STOCK,,NGM,NGM,None,https://finance.yahoo.com/quote/SMCP
1069,EURONEXT,ESG1N.AS,ESG1N.AS,None,STOCK,,AMS,AMS,None,https://finance.yahoo.com/quote/ESG1N.AS
1071,MACOMPTA.FR,MLMCA.PA,MLMCA.PA,None,STOCK,,PAR,PAR,None,https://finance.yahoo.com/quote/MLMCA.PA
1072,Statnett SF,SFL,SFL,None,STOCK,,NYQ,NYQ,Bermuda,https://finance.yahoo.com/quote/SFL
1073,Whitworth Midco Plc,PL=F,PL=F,None,STOCK,,NYM,NYM,None,https://finance.yahoo.com/quote/PL=F
1074,HAFNIA LIMITED,HAFN,HAFN,None,STOCK,,NYQ,NYQ,Bermuda,https://finance.yahoo.com/quote/HAFN
1075,EIFFAGE,EF30.F,EF30.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/EF30.F
1076,"ELIX Rental Housing SOCIMI II,",NTWOU,NTWOU,None,STOCK,,NGM,NGM,None,https://finance.yahoo.com/quote/NTWOU
1077,Olav Thon Eiendomsselskap ASA,8IL.SG,8IL.SG,None,STOCK,,STU,STU,Norway,https://finance.yahoo.com/quote/8IL.SG
1078,Kvinesdal Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1079,Oslofjord Sparebank,0P0001LLD4.IR,0P0001LLD4.IR,None,STOCK,,ISE,ISE,None,https://finance.yahoo.com/quote/0P0001LLD4.IR
1080,Reitir fasteignafélag hf.,WPC,WPC,None,STOCK,,NYQ,NYQ,United States,https://finance.yahoo.com/quote/WPC
1081,OSE IMMUNOTHERAPEUTICS,0RAD.L,0RAD.L,None,STOCK,,LSE,LSE,France,https://finance.yahoo.com/quote/0RAD.L
1082,LEPERMISLIBRE S.A.,I5T.SG,I5T.SG,None,STOCK,,STU,STU,France,https://finance.yahoo.com/quote/I5T.SG
1083,VEOLIA ENVIRONNEMENT,VEOEY,VEOEY,None,STOCK,,PNK,PNK,France,https://finance.yahoo.com/quote/VEOEY
1084,LEBON,88J.F,88J.F,None,STOCK,,FRA,FRA,France,https://finance.yahoo.com/quote/88J.F
1085,VINPAI S.A.,ALVIN.PA,ALVIN.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/ALVIN.PA
1086,GOLDEN OCEAN GROUP,GOGL,GOGL,None,STOCK,,NMS,NMS,Bermuda,https://finance.yahoo.com/quote/GOGL
1087,PLASTICOS COMPUESTOS S.A. (KOMPUESTOS),GGAL,GGAL,None,STOCK,,NCM,NCM,Argentina,https://finance.yahoo.com/quote/GGAL
1070,EXACT THERAPEUTICS,EXTX.OL,EXTX.OL,,equity,,Oslo Børs,OSL,Norway,https://finance.yahoo.com/quote/EXTX.OL/
1089,ION BEAM APPLICATIONS,IOB.DU,IOB.DU,None,STOCK,,DUS,DUS,None,https://finance.yahoo.com/quote/IOB.DU
1090,Tallink Grupp,T5N.F,T5N.F,None,STOCK,,FRA,FRA,Estonia,https://finance.yahoo.com/quote/T5N.F
1091,Modus grupė,MOPUSD=X,MOPUSD=X,None,STOCK,,CCY,CCY,None,https://finance.yahoo.com/quote/MOPUSD=X
1092,THE AZUR SELECTION S.A.,MLAZR.PA,MLAZR.PA,None,STOCK,,PAR,PAR,Greece,https://finance.yahoo.com/quote/MLAZR.PA
1093,POXEL,POXEL.PA,POXEL.PA,None,STOCK,,PAR,PAR,France,https://finance.yahoo.com/quote/POXEL.PA
